"Brand Name","Brand URL","Color","Product Name","Product Serial","Documentation URL","Terms and condition URL"
"Lime Microsystems","http://www.limemicro.com/","#2e893a","LimeSDR","LM677 NLM871000","https://myriadrf.org/projects/limesdr/","http://www.limemicro.com/"
